dex,pokemon,fastmove,chargemove,WeaveDPS,WeaveDPS Percentile,TDO,TDO Percentile,~TDO per CP,~SurvivalTime
110,weezing,acid,shadow ball,10.28,55.75,216,29.67,0.06,15.94572
251,celebi,charge beam,dazzling gleam,10.28,55.75,305,41.9,0.06,22.58788
362,glalie,ice shard,avalanche,10.28,55.75,195,26.79,0.06,14.43031
385,jirachi,charge beam,dazzling gleam,10.28,55.75,305,41.9,0.06,22.58788
59,arcanine,bite,bulldoze,10.27,55.69,222,30.49,0.05,16.45462
199,slowking,confusion,blizzard,10.27,55.69,270,37.09,0.07,19.99435
24,arbok,acid,gunk shot,10.24,55.53,146,20.05,0.05,10.86043
36,clefable,zen headbutt,dazzling gleam,10.24,55.53,240,32.97,0.06,17.78343
210,granbull,bite,close combat,10.24,55.53,186,25.55,0.05,13.8036
260,swampert,mud shot,earthquake,10.24,55.53,257,35.3,0.06,19.05852
306,aggron,dragon tail,thunder,10.24,55.53,321,44.09,0.07,23.80172
38,ninetales,fire spin,fire blast,10.23,55.48,221,30.36,0.06,16.43577
70,weepinbell,razor leaf,seed bomb,10.23,55.48,100,13.74,0.04,7.396098
112,rhydon,rock smash,megahorn,10.23,55.48,312,42.86,0.06,23.22119
114,tangela,infestation,solar beam,10.23,55.48,200,27.47,0.06,14.86005
131,lapras,water gun,blizzard,10.23,55.48,337,46.29,0.08,25.04759
131,lapras,ice shard,blizzard,10.23,55.48,337,46.29,0.08,25.04759
336,seviper,poison jab,poison fang,10.23,55.48,134,18.41,0.04,9.951937
15,beedrill,poison jab,x scissor,10.22,55.42,150,20.6,0.05,11.12807
233,porygon2,charge beam,hyper beam,10.22,55.42,230,31.59,0.06,17.08039
348,armaldo,fury cutter,cross poison,10.22,55.42,205,28.16,0.05,15.22382
26,raichu,spark,thunder punch,10.19,55.26,151,20.74,0.05,11.30242
76,golem,mud shot,earthquake,10.19,55.26,267,36.68,0.06,19.92366
354,banette,hex,thunder,10.19,55.26,126,17.31,0.04,9.434549
26,raichu,thunder shock,thunder punch,10.17,55.15,151,20.74,0.05,11.30242
57,primeape,karate chop,low sweep,10.17,55.15,143,19.64,0.04,10.72095
182,bellossom,razor leaf,petal blizzard,10.16,55.1,210,28.85,0.06,15.68749
185,sudowoodo,rock throw,stone edge,10.16,55.1,206,28.3,0.06,15.38404
210,granbull,snarl,close combat,10.16,55.1,184,25.27,0.05,13.8036
211,qwilfish,water gun,aqua tail,10.16,55.1,147,20.19,0.05,10.99237
277,swellow,wing attack,brave bird,10.16,55.1,122,16.76,0.04,9.092451
59,arcanine,snarl,bulldoze,10.15,55.04,220,30.22,0.05,16.45462
67,machoke,karate chop,cross chop,10.15,55.04,158,21.7,0.05,11.80662
78,rapidash,ember,heat wave,10.15,55.04,164,22.53,0.05,12.28159
91,cloyster,ice shard,blizzard,10.15,55.04,242,33.24,0.06,18.10291
125,electabuzz,thunder shock,thunder,10.15,55.04,169,23.21,0.05,12.68872
143,snorlax,lick,heavy slam,10.14,54.99,428,58.79,0.08,32.1063
107,hitmonchan,rock smash,brick break,10.13,54.93,162,22.25,0.05,12.14023
234,stantler,zen headbutt,stomp,10.13,54.93,147,20.19,0.05,11.00745
291,ninjask,fury cutter,shadow ball,10.13,54.93,109,14.97,0.04,8.202808
326,grumpig,extrasensory,shadow ball,10.13,54.93,246,33.79,0.07,18.44784
330,flygon,mud shot,earthquake,10.13,54.93,199,27.34,0.05,14.92225
121,starmie,quick attack,psychic,10.12,54.88,166,22.8,0.05,12.50212
160,feraligatr,bite,ice beam,10.11,54.83,243,33.38,0.06,18.29422
233,porygon2,hidden power,zap cannon,10.11,54.83,227,31.18,0.06,17.08039
38,ninetales,fire spin,solar beam,10.1,54.77,218,29.95,0.06,16.43577
73,tentacruel,poison jab,hydro pump,10.1,54.77,273,37.5,0.07,20.57959
89,muk,acid,dark pulse,10.1,54.77,278,38.19,0.06,20.89907
141,kabutops,fury cutter,ancient power,10.09,54.72,182,25,0.05,13.70182
89,muk,lick,sludge wave,10.07,54.61,277,38.05,0.06,20.89907
117,seadra,dragon breath,hydro pump,10.07,54.61,152,20.88,0.05,11.45227
139,omastar,mud shot,rock blast,10.07,54.61,232,31.87,0.05,17.48846
181,ampharos,charge beam,focus blast,10.07,54.61,225,30.91,0.05,17.00311
198,murkrow,feint attack,drill peck,10.07,54.61,84,11.54,0.04,6.377344
232,donphan,tackle,earthquake,10.07,54.61,276,37.91,0.06,20.84252
337,lunatone,rock throw,moonblast,10.07,54.61,214,29.4,0.06,16.18038
365,walrein,waterfall,water pulse,10.07,54.61,277,38.05,0.07,20.94996
121,starmie,quick attack,power gem,10.06,54.56,165,22.66,0.05,12.50212
335,zangoose,shadow claw,dig,10.06,54.56,138,18.96,0.04,10.4043
131,lapras,water gun,hydro pump,10.05,54.5,331,45.47,0.08,25.04759
131,lapras,ice shard,hydro pump,10.05,54.5,331,45.47,0.08,25.04759
154,meganium,razor leaf,petal blizzard,10.05,54.5,234,32.14,0.07,17.70992
291,ninjask,fury cutter,aerial ace,10.05,54.5,108,14.84,0.04,8.202808
62,poliwrath,bubble,submission,10.04,54.45,243,33.38,0.06,18.37433
253,grovyle,quick attack,grass knot,10.04,54.45,102,14.01,0.04,7.735369
128,tauros,tackle,iron head,10.03,54.39,215,29.53,0.05,16.30572
20,raticate,quick attack,hyper beam,10.02,54.34,122,16.76,0.05,9.231929
131,lapras,frost breath,ice beam,10.02,54.34,330,45.33,0.08,25.04759
365,walrein,waterfall,earthquake,10.02,54.34,276,37.91,0.07,20.94996
38,ninetales,ember,overheat,10.01,54.28,216,29.67,0.06,16.43577
101,electrode,volt switch,thunderbolt,10.01,54.28,160,21.98,0.05,12.18641
119,seaking,waterfall,drill run,10.01,54.28,181,24.86,0.06,13.77439
186,politoed,bubble,hydro pump,10.01,54.28,248,34.07,0.07,18.8314
279,pelipper,wing attack,hydro pump,10.01,54.28,169,23.21,0.05,12.81783
282,gardevoir,charge beam,psychic,10.01,54.28,218,29.95,0.05,16.53944
291,ninjask,metal claw,bug buzz,10.01,54.28,108,14.84,0.04,8.202808
26,raichu,spark,thunder,10,54.23,149,20.47,0.05,11.30242
31,nidoqueen,poison jab,stone edge,10,54.23,226,31.04,0.06,17.18594
34,nidoking,iron tail,megahorn,10,54.23,187,25.69,0.05,14.18151
75,graveler,rock throw,stone edge,10,54.23,161,22.12,0.06,12.27029
91,cloyster,ice shard,hydro pump,10,54.23,238,32.69,0.06,18.10291
122,mr mime,confusion,psybeam,10,54.23,144,19.78,0.05,10.94053
141,kabutops,mud shot,ancient power,10,54.23,180,24.73,0.05,13.70182
141,kabutops,mud shot,stone edge,10,54.23,180,24.73,0.05,13.70182
139,omastar,mud shot,hydro pump,9.99,54.18,230,31.59,0.05,17.48846
169,crobat,air slash,air cutter,9.99,54.18,219,30.08,0.06,16.64688
230,kingdra,water gun,blizzard,9.98,54.12,211,28.98,0.05,16.07389
272,ludicolo,razor leaf,blizzard,9.98,54.12,221,30.36,0.06,16.80803
368,gorebyss,confusion,psychic,9.98,54.12,160,21.98,0.04,12.15343
122,mr mime,zen headbutt,psychic,9.97,54.07,143,19.64,0.05,10.94053
198,murkrow,feint attack,dark pulse,9.97,54.07,84,11.54,0.04,6.377344
305,lairon,iron tail,heavy slam,9.97,54.07,210,28.85,0.07,16.03807
368,gorebyss,confusion,water pulse,9.97,54.07,159,21.84,0.04,12.15343
237,hitmontop,counter,stone edge,9.96,54.01,160,21.98,0.05,12.24767
272,ludicolo,bubble,hydro pump,9.96,54.01,220,30.22,0.06,16.80803
277,swellow,wing attack,aerial ace,9.96,54.01,119,16.35,0.04,9.092451
15,beedrill,bug bite,x scissor,9.95,53.96,146,20.05,0.05,11.12807
22,fearow,steel wing,aerial ace,9.95,53.96,132,18.13,0.05,10.11026
26,raichu,thunder shock,thunder,9.95,53.96,148,20.33,0.05,11.30242
57,primeape,low kick,low sweep,9.95,53.96,140,19.23,0.04,10.72095
75,graveler,rock throw,rock slide,9.94,53.9,160,21.98,0.06,12.27029
284,masquerain,air slash,air cutter,9.94,53.9,166,22.8,0.05,12.69909
70,weepinbell,bullet seed,power whip,9.93,53.85,97,13.32,0.04,7.396098
121,starmie,quick attack,psybeam,9.93,53.85,163,22.39,0.04,12.50212
205,forretress,bug bite,heavy slam,9.93,53.85,258,35.44,0.07,19.78324
186,politoed,bubble,blizzard,9.92,53.8,246,33.79,0.07,18.8314
62,poliwrath,rock smash,submission,9.91,53.74,239,32.83,0.06,18.37433
80,slowbro,confusion,ice beam,9.91,53.74,261,35.85,0.07,19.99435
121,starmie,water gun,power gem,9.91,53.74,163,22.39,0.04,12.50212
125,electabuzz,low kick,thunder punch,9.91,53.74,165,22.66,0.05,12.68872
154,meganium,vine whip,petal blizzard,9.91,53.74,231,31.73,0.07,17.70992
185,sudowoodo,counter,rock slide,9.91,53.74,201,27.61,0.06,15.38404
55,golduck,confusion,ice beam,9.9,53.69,189,25.96,0.05,14.5123
251,celebi,charge beam,psychic,9.9,53.69,294,40.38,0.06,22.58788
385,jirachi,charge beam,psychic,9.9,53.69,294,40.38,0.06,22.58788
36,clefable,charge beam,dazzling gleam,9.89,53.63,231,31.73,0.06,17.78343
110,weezing,tackle,sludge bomb,9.89,53.63,207,28.43,0.06,15.94572
284,masquerain,air slash,silver wind,9.89,53.63,165,22.66,0.05,12.69909
40,wigglytuff,feint attack,play rough,9.88,53.58,193,26.51,0.06,14.8233
143,snorlax,zen headbutt,heavy slam,9.88,53.58,417,57.28,0.08,32.1063
378,regice,frost breath,focus blast,9.88,53.58,394,54.12,0.08,30.33644
210,granbull,bite,crunch,9.87,53.52,179,24.59,0.05,13.8036
305,lairon,iron tail,rock slide,9.87,53.52,208,28.57,0.07,16.03807
324,torkoal,fire spin,overheat,9.87,53.52,234,32.14,0.07,17.99642
89,muk,infestation,sludge wave,9.86,53.47,271,37.23,0.06,20.89907
67,machoke,karate chop,submission,9.85,53.42,153,21.02,0.05,11.80662
178,xatu,feint attack,aerial ace,9.85,53.42,141,19.37,0.05,10.85666
260,swampert,water gun,sludge wave,9.85,53.42,247,33.93,0.06,19.05852
321,wailord,water gun,hyper beam,9.85,53.42,218,29.95,0.06,16.84761
337,lunatone,confusion,moonblast,9.84,53.36,209,28.71,0.06,16.18038
47,parasect,fury cutter,solar beam,9.83,53.31,131,17.99,0.05,10.10272
336,seviper,poison jab,crunch,9.83,53.31,129,17.72,0.04,9.951937
368,gorebyss,water gun,psychic,9.83,53.31,157,21.57,0.04,12.15343
368,gorebyss,water gun,water pulse,9.83,53.31,157,21.57,0.04,12.15343
199,slowking,confusion,fire blast,9.82,53.25,258,35.44,0.07,19.99435
260,swampert,mud shot,sludge wave,9.82,53.25,246,33.79,0.06,19.05852
78,rapidash,low kick,drill run,9.81,53.2,158,21.7,0.04,12.28159
131,lapras,water gun,ice beam,9.81,53.2,323,44.37,0.08,25.04759
131,lapras,ice shard,ice beam,9.81,53.2,323,44.37,0.08,25.04759
186,politoed,mud shot,surf,9.81,53.2,243,33.38,0.06,18.8314
267,beautifly,infestation,bug buzz,9.81,53.2,91,12.5,0.04,7.071907
55,golduck,water gun,ice beam,9.8,53.15,187,25.69,0.05,14.5123
70,weepinbell,acid,seed bomb,9.8,53.15,95,13.05,0.04,7.396098
101,electrode,spark,discharge,9.8,53.15,157,21.57,0.05,12.18641
121,starmie,water gun,psybeam,9.8,53.15,161,22.12,0.04,12.50212
279,pelipper,water gun,hydro pump,9.8,53.15,165,22.66,0.05,12.81783
323,camerupt,rock smash,earthquake,9.8,53.15,143,19.64,0.04,11.10263
346,cradily,acid,grass knot,9.8,53.15,239,32.83,0.07,18.58072
67,machoke,low kick,cross chop,9.79,53.09,152,20.88,0.05,11.80662
199,slowking,water gun,blizzard,9.79,53.09,257,35.3,0.07,19.99435
2,ivysaur,razor leaf,power whip,9.78,53.04,134,18.41,0.05,10.41843
99,kingler,bubble,vice grip,9.78,53.04,171,23.49,0.04,13.32202
289,slaking,yawn,play rough,9.78,53.04,343,47.12,0.05,26.64169
310,manectric,charge beam,flame burst,9.78,53.04,132,18.13,0.04,10.23183
67,machoke,karate chop,brick break,9.77,52.98,152,20.88,0.05,11.80662
160,feraligatr,water gun,crunch,9.77,52.98,235,32.28,0.05,18.29422
182,bellossom,razor leaf,dazzling gleam,9.77,52.98,202,27.75,0.06,15.68749
44,gloom,razor leaf,sludge bomb,9.76,52.93,124,17.03,0.05,9.660729
107,hitmonchan,rock smash,ice punch,9.76,52.93,156,21.43,0.05,12.14023
124,jynx,pound,draining kiss,9.76,52.93,171,23.49,0.04,13.29941
210,granbull,snarl,crunch,9.76,52.93,177,24.31,0.05,13.8036
234,stantler,zen headbutt,wild charge,9.76,52.93,141,19.37,0.04,11.00745
336,seviper,poison jab,wrap,9.76,52.93,128,17.58,0.04,9.951937
141,kabutops,rock smash,water pulse,9.75,52.87,176,24.18,0.04,13.70182
57,primeape,karate chop,night slash,9.74,52.82,137,18.82,0.04,10.72095
73,tentacruel,acid,hydro pump,9.74,52.82,264,36.26,0.07,20.57959
127,pinsir,bug bite,vice grip,9.74,52.82,183,25.14,0.04,14.31722
141,kabutops,fury cutter,water pulse,9.74,52.82,176,24.18,0.04,13.70182
211,qwilfish,poison sting,aqua tail,9.74,52.82,141,19.37,0.05,10.99237
259,marshtomp,water gun,surf,9.74,52.82,137,18.82,0.05,10.66723
319,sharpedo,bite,hydro pump,9.74,52.82,90,12.36,0.03,7.038922
15,beedrill,infestation,x scissor,9.73,52.77,142,19.51,0.05,11.12807
85,dodrio,feint attack,air cutter,9.73,52.77,128,17.58,0.04,10.03958
119,seaking,waterfall,megahorn,9.73,52.77,176,24.18,0.05,13.77439
26,raichu,volt switch,thunder,9.72,52.71,144,19.78,0.04,11.30242
130,gyarados,dragon tail,twister,9.72,52.71,259,35.58,0.05,20.28273
139,omastar,mud shot,ancient power,9.72,52.71,224,30.77,0.05,17.48846
346,cradily,infestation,grass knot,9.72,52.71,238,32.69,0.07,18.58072
40,wigglytuff,feint attack,dazzling gleam,9.71,52.66,189,25.96,0.06,14.8233
101,electrode,tackle,thunderbolt,9.71,52.66,156,21.43,0.05,12.18641
203,girafarig,confusion,mirror coat,9.71,52.66,136,18.68,0.05,10.66723
254,sceptile,bullet seed,aerial ace,9.71,52.66,180,24.73,0.04,14.07784
38,ninetales,ember,flamethrower,9.7,52.6,210,28.85,0.06,16.43577
107,hitmonchan,rock smash,fire punch,9.7,52.6,155,21.29,0.05,12.14023
227,skarmory,steel wing,sky attack,9.7,52.6,237,32.55,0.07,18.59203
305,lairon,metal claw,heavy slam,9.7,52.6,205,28.16,0.06,16.03807
26,raichu,volt switch,thunder punch,9.69,52.55,144,19.78,0.04,11.30242
117,seadra,water gun,blizzard,9.69,52.55,146,20.05,0.05,11.45227
121,starmie,hidden power,psychic,9.69,52.55,159,21.84,0.04,12.50212
121,starmie,tackle,psychic,9.69,52.55,159,21.84,0.04,12.50212
128,tauros,tackle,horn attack,9.69,52.55,208,28.57,0.05,16.30572
211,qwilfish,water gun,sludge wave,9.69,52.55,140,19.23,0.05,10.99237
2,ivysaur,vine whip,power whip,9.68,52.49,133,18.27,0.05,10.41843
22,fearow,peck,aerial ace,9.68,52.49,129,17.72,0.04,10.11026
38,ninetales,feint attack,overheat,9.68,52.49,209,28.71,0.06,16.43577
80,slowbro,confusion,water pulse,9.68,52.49,255,35.03,0.06,19.99435
369,relicanth,water gun,hydro pump,9.67,52.44,318,43.68,0.08,25.00801
378,regice,rock smash,blizzard,9.67,52.44,386,53.02,0.08,30.33644
198,murkrow,peck,drill peck,9.66,52.39,81,11.13,0.04,6.377344
279,pelipper,wing attack,hurricane,9.66,52.39,163,22.39,0.05,12.81783
310,manectric,snarl,flame burst,9.66,52.39,130,17.86,0.04,10.23183
335,zangoose,fury cutter,close combat,9.66,52.39,132,18.13,0.04,10.4043
18,pidgeot,air slash,hurricane,9.65,52.33,184,25.27,0.06,14.50382
253,grovyle,quick attack,leaf blade,9.65,52.33,98,13.46,0.04,7.735369
253,grovyle,bullet seed,grass knot,9.65,52.33,98,13.46,0.04,7.735369
70,weepinbell,bullet seed,sludge bomb,9.64,52.28,94,12.91,0.04,7.396098
80,slowbro,water gun,psychic,9.64,52.28,254,34.89,0.06,19.99435
91,cloyster,frost breath,aurora beam,9.64,52.28,230,31.59,0.06,18.10291
119,seaking,waterfall,ice beam,9.64,52.28,175,24.04,0.05,13.77439
199,slowking,water gun,psychic,9.64,52.28,254,34.89,0.06,19.99435
277,swellow,steel wing,aerial ace,9.64,52.28,115,15.8,0.04,9.092451
291,ninjask,metal claw,aerial ace,9.63,52.22,104,14.29,0.04,8.202808
123,scyther,fury cutter,night slash,9.62,52.17,169,23.21,0.04,13.35218
192,sunflora,bullet seed,sludge bomb,9.62,52.17,158,21.7,0.05,12.51908
291,ninjask,fury cutter,bug buzz,9.62,52.17,104,14.29,0.04,8.202808
141,kabutops,mud shot,water pulse,9.61,52.11,173,23.76,0.04,13.70182
362,glalie,frost breath,shadow ball,9.61,52.11,182,25,0.06,14.43031
34,nidoking,fury cutter,earthquake,9.6,52.06,179,24.59,0.05,14.18151
93,haunter,astonish,shadow punch,9.6,52.06,78,10.71,0.03,6.174724
101,electrode,volt switch,discharge,9.6,52.06,154,21.15,0.05,12.18641
160,feraligatr,bite,crunch,9.6,52.06,231,31.73,0.05,18.29422
137,porygon,quick attack,hyper beam,9.59,52.01,131,17.99,0.05,10.38168
311,plusle,spark,discharge,9.59,52.01,128,17.58,0.05,10.16587
2,ivysaur,razor leaf,sludge bomb,9.58,51.95,131,17.99,0.05,10.41843
305,lairon,metal claw,rock slide,9.58,51.95,202,27.75,0.06,16.03807
75,graveler,rock throw,rock blast,9.57,51.9,154,21.15,0.05,12.27029
365,walrein,frost breath,water pulse,9.57,51.9,264,36.26,0.06,20.94996
57,primeape,low kick,night slash,9.56,51.84,135,18.54,0.04,10.72095
67,machoke,low kick,submission,9.56,51.84,148,20.33,0.05,11.80662
254,sceptile,fury cutter,aerial ace,9.56,51.84,177,24.31,0.04,14.07784
336,seviper,iron tail,poison fang,9.56,51.84,125,17.17,0.04,9.951937
93,haunter,astonish,dark pulse,9.55,51.79,78,10.71,0.03,6.174724
125,electabuzz,low kick,thunder,9.55,51.79,159,21.84,0.05,12.68872
198,murkrow,peck,dark pulse,9.55,51.79,80,10.99,0.04,6.377344
203,girafarig,tackle,psychic,9.55,51.79,134,18.41,0.05,10.66723
5,charmeleon,fire fang,flamethrower,9.53,51.68,110,15.11,0.05,8.759778
62,poliwrath,rock smash,ice punch,9.53,51.68,230,31.59,0.06,18.37433
372,shelgon,dragon breath,flamethrower,9.53,51.68,164,22.53,0.05,13.09584
237,hitmontop,rock smash,close combat,9.52,51.63,153,21.02,0.05,12.24767
9,blastoise,water gun,hydro pump,9.51,51.57,227,31.18,0.06,18.15475
40,wigglytuff,feint attack,hyper beam,9.51,51.57,185,25.41,0.06,14.8233
372,shelgon,dragon breath,dragon pulse,9.51,51.57,164,22.53,0.05,13.09584
42,golbat,wing attack,shadow ball,9.5,51.52,161,22.12,0.06,12.90548
67,machoke,low kick,brick break,9.5,51.52,148,20.33,0.05,11.80662
144,articuno,frost breath,icy wind,9.5,51.52,300,41.21,0.06,24.04203
221,piloswine,ice shard,bulldoze,9.5,51.52,203,27.88,0.06,16.23504
288,vigoroth,scratch,body slam,9.5,51.52,177,24.31,0.06,14.18434
342,crawdaunt,snarl,vice grip,9.5,51.52,140,19.23,0.04,11.21478
73,tentacruel,poison jab,sludge wave,9.49,51.46,257,35.3,0.07,20.57959
73,tentacruel,poison jab,blizzard,9.49,51.46,257,35.3,0.07,20.57959
115,kangaskhan,low kick,stomp,9.49,51.46,236,32.42,0.06,18.8936
44,gloom,acid,sludge bomb,9.48,51.41,120,16.48,0.05,9.660729
47,parasect,bug bite,x scissor,9.48,51.41,126,17.31,0.05,10.10272
115,kangaskhan,mud slap,stomp,9.48,51.41,236,32.42,0.06,18.8936
311,plusle,quick attack,discharge,9.48,51.41,127,17.45,0.05,10.16587
5,charmeleon,fire fang,fire punch,9.47,51.36,109,14.97,0.05,8.759778
262,mightyena,bite,play rough,9.47,51.36,136,18.68,0.05,10.9575
2,ivysaur,vine whip,sludge bomb,9.46,51.3,130,17.86,0.05,10.41843
38,ninetales,fire spin,heat wave,9.46,51.3,205,28.16,0.06,16.43577
107,hitmonchan,rock smash,thunder punch,9.46,51.3,151,20.74,0.05,12.14023
119,seaking,waterfall,water pulse,9.46,51.3,171,23.49,0.05,13.77439
36,clefable,pound,moonblast,9.45,51.25,221,30.36,0.06,17.78343
107,hitmonchan,bullet punch,close combat,9.45,51.25,151,20.74,0.05,12.14023
279,pelipper,water gun,hurricane,9.45,51.25,159,21.84,0.05,12.81783
34,nidoking,fury cutter,sludge wave,9.44,51.19,176,24.18,0.05,14.18151
99,kingler,metal claw,vice grip,9.44,51.19,165,22.66,0.04,13.32202
107,hitmonchan,bullet punch,brick break,9.44,51.19,151,20.74,0.05,12.14023
367,huntail,water gun,ice beam,9.44,51.19,151,20.74,0.04,12.15343
20,raticate,quick attack,hyper fang,9.43,51.14,115,15.8,0.05,9.231929
128,tauros,tackle,earthquake,9.43,51.14,202,27.75,0.05,16.30572
254,sceptile,bullet seed,earthquake,9.43,51.14,175,24.04,0.04,14.07784
18,pidgeot,steel wing,hurricane,9.42,51.08,180,24.73,0.06,14.50382
70,weepinbell,bullet seed,seed bomb,9.42,51.08,92,12.64,0.04,7.396098
49,venomoth,bug bite,bug buzz,9.41,51.03,147,20.19,0.05,11.90086
114,tangela,infestation,sludge bomb,9.41,51.03,184,25.27,0.05,14.86005
38,ninetales,feint attack,flamethrower,9.4,50.98,203,27.88,0.06,16.43577
143,snorlax,lick,earthquake,9.4,50.98,397,54.53,0.07,32.1063
18,pidgeot,air slash,aerial ace,9.39,50.92,179,24.59,0.06,14.50382
18,pidgeot,air slash,brave bird,9.39,50.92,179,24.59,0.06,14.50382
259,marshtomp,mud shot,surf,9.39,50.92,132,18.13,0.05,10.66723
62,poliwrath,bubble,ice punch,9.38,50.87,227,31.18,0.06,18.37433
24,arbok,acid,sludge wave,9.37,50.81,134,18.41,0.05,10.86043
117,seadra,dragon breath,blizzard,9.37,50.81,141,19.37,0.05,11.45227
192,sunflora,bullet seed,petal blizzard,9.37,50.81,154,21.15,0.05,12.51908
208,steelix,iron tail,heavy slam,9.37,50.81,330,45.33,0.09,26.81557
330,flygon,mud shot,stone edge,9.37,50.81,184,25.27,0.05,14.92225
368,gorebyss,water gun,draining kiss,9.37,50.81,150,20.6,0.04,12.15343
101,electrode,tackle,discharge,9.36,50.76,150,20.6,0.05,12.18641
162,furret,quick attack,hyper beam,9.36,50.76,154,21.15,0.06,12.48516
245,suicune,extrasensory,bubble beam,9.36,50.76,309,42.45,0.07,25.10885
245,suicune,snarl,bubble beam,9.36,50.76,309,42.45,0.07,25.10885
362,glalie,ice shard,shadow ball,9.36,50.76,178,24.45,0.06,14.43031
49,venomoth,confusion,bug buzz,9.35,50.7,146,20.05,0.05,11.90086
224,octillery,water gun,water pulse,9.35,50.7,147,20.19,0.04,11.97814
284,masquerain,infestation,silver wind,9.35,50.7,156,21.43,0.05,12.69909
321,wailord,zen headbutt,hyper beam,9.35,50.7,207,28.43,0.06,16.84761
91,cloyster,ice shard,aurora beam,9.34,50.65,222,30.49,0.06,18.10291
18,pidgeot,wing attack,hurricane,9.33,50.6,178,24.45,0.06,14.50382
22,fearow,steel wing,drill run,9.33,50.6,124,17.03,0.04,10.11026
24,arbok,bite,gunk shot,9.33,50.6,133,18.27,0.05,10.86043
110,weezing,infestation,shadow ball,9.32,50.54,195,26.79,0.06,15.94572
185,sudowoodo,rock throw,earthquake,9.31,50.49,188,25.82,0.06,15.38404
203,girafarig,tackle,thunderbolt,9.31,50.49,131,17.99,0.04,10.66723
284,masquerain,infestation,air cutter,9.31,50.49,156,21.43,0.05,12.69909
288,vigoroth,counter,body slam,9.31,50.49,174,23.9,0.06,14.18434
234,stantler,tackle,megahorn,9.3,50.43,135,18.54,0.04,11.00745
171,lanturn,water gun,thunderbolt,9.29,50.38,243,33.38,0.07,19.90387
253,grovyle,bullet seed,leaf blade,9.29,50.38,95,13.05,0.04,7.735369
47,parasect,fury cutter,x scissor,9.28,50.33,123,16.9,0.05,10.10272
274,nuzleaf,razor leaf,grass knot,9.28,50.33,81,11.13,0.05,6.676091
127,pinsir,rock smash,vice grip,9.27,50.27,175,24.04,0.04,14.31722
178,xatu,air slash,ominous wind,9.27,50.27,132,18.13,0.04,10.85666
233,porygon2,charge beam,solar beam,9.27,50.27,208,28.57,0.05,17.08039
336,seviper,iron tail,crunch,9.27,50.27,121,16.62,0.04,9.951937
357,tropius,razor leaf,leaf blade,9.27,50.27,218,29.95,0.07,17.88144
28,sandslash,metal claw,earthquake,9.26,50.22,203,27.88,0.06,16.69211
122,mr mime,zen headbutt,psybeam,9.26,50.22,133,18.27,0.04,10.94053
164,noctowl,wing attack,sky attack,9.26,50.22,237,32.55,0.07,19.46188
185,sudowoodo,counter,stone edge,9.26,50.22,187,25.69,0.06,15.38404
279,pelipper,wing attack,blizzard,9.26,50.22,156,21.43,0.05,12.81783
326,grumpig,extrasensory,psychic,9.26,50.22,225,30.91,0.06,18.44784
262,mightyena,bite,crunch,9.25,50.16,133,18.27,0.05,10.9575
78,rapidash,low kick,heat wave,9.24,50.11,149,20.47,0.04,12.28159
115,kangaskhan,mud slap,outrage,9.24,50.11,230,31.59,0.06,18.8936
128,tauros,zen headbutt,iron head,9.24,50.11,198,27.2,0.05,16.30572
137,porygon,hidden power,hyper beam,9.24,50.11,126,17.31,0.05,10.38168
137,porygon,tackle,hyper beam,9.24,50.11,126,17.31,0.05,10.38168
284,masquerain,air slash,ominous wind,9.24,50.11,154,21.15,0.05,12.69909
367,huntail,water gun,crunch,9.24,50.11,148,20.33,0.04,12.15343
89,muk,lick,dark pulse,9.23,50.05,254,34.89,0.06,20.89907
242,blissey,pound,hyper beam,9.23,50.05,728,100,0.14,60
311,plusle,spark,thunderbolt,9.23,50.05,123,16.9,0.05,10.16587
367,huntail,bite,ice beam,9.23,50.05,148,20.33,0.04,12.15343
28,sandslash,metal claw,bulldoze,9.22,50,202,27.75,0.05,16.69211
169,crobat,bite,air cutter,9.22,50,202,27.75,0.05,16.64688
369,relicanth,water gun,aqua tail,9.22,50,303,41.62,0.07,25.00801
115,kangaskhan,low kick,outrage,9.21,49.95,229,31.46,0.06,18.8936
128,tauros,zen headbutt,horn attack,9.21,49.95,198,27.2,0.05,16.30572
262,mightyena,fire fang,crunch,9.21,49.95,133,18.27,0.05,10.9575
272,ludicolo,bubble,blizzard,9.21,49.95,204,28.02,0.06,16.80803
31,nidoqueen,bite,earthquake,9.19,49.84,208,28.57,0.06,17.18594
55,golduck,confusion,psychic,9.19,49.84,175,24.04,0.05,14.5123
321,wailord,zen headbutt,blizzard,9.19,49.84,204,28.02,0.06,16.84761
44,gloom,acid,petal blizzard,9.18,49.78,117,16.07,0.05,9.660729
110,weezing,tackle,shadow ball,9.18,49.78,193,26.51,0.06,15.94572
326,grumpig,charge beam,shadow ball,9.18,49.78,223,30.63,0.06,18.44784
365,walrein,frost breath,earthquake,9.18,49.78,253,34.75,0.06,20.94996
38,ninetales,ember,fire blast,9.17,49.73,198,27.2,0.06,16.43577
148,dragonair,dragon breath,dragon pulse,9.17,49.73,117,16.07,0.05,9.740835
254,sceptile,fury cutter,earthquake,9.17,49.73,170,23.35,0.04,14.07784
348,armaldo,fury cutter,water pulse,9.17,49.73,184,25.27,0.04,15.22382
18,pidgeot,steel wing,brave bird,9.16,49.67,175,24.04,0.06,14.50382
